ClassName	X	Y
npc	2582	5611
npc1	2584	5333
npc2	2422	5418
npc3	2733	5418
npc4	2421	5720
npc5	2729	5723
guaiwu1	2206	5215
guaiwu1	2565	5212
guaiwu1	2930	5210
guaiwu1	2125	4220
guaiwu1	2594	4100
guaiwu1	3062	4220
guaiwu1	2025	5052
guaiwu1	2014	4421
guaiwu1	1983	4746
guaiwu1	3111	5021
guaiwu1	3218	4323
guaiwu1	3138	4722
shouling1	2598	4175
guaiwu2	2731	3843
guaiwu2	3215	3316
guaiwu2	2928	3591
guaiwu2	2834	3707
guaiwu2	3079	3418
guaiwu2	3020	3124
guaiwu2	2456	3563
guaiwu2	2745	3364
guaiwu2	2600	3497
guaiwu2	2933	3244
shouling2	3100	3243
guaiwu3	2651	2095
guaiwu3	3346	2759
guaiwu3	3021	2441
guaiwu3	3525	1469
guaiwu3	3874	1713
guaiwu3	3957	2137
guaiwu3	2759	1950
guaiwu3	3366	1530
guaiwu3	3078	1729
guaiwu3	3516	2680
guaiwu3	3647	2447
guaiwu3	3843	2293
shouling3	3705	1794
guaiwu4	4159	2388
guaiwu4	4405	2305
guaiwu4	4579	2933
guaiwu4	4365	2978
guaiwu4	4234	2696
guaiwu4	4482	2617
guaiwu4	4293	2831
guaiwu4	4533	2797
guaiwu4	4185	2519
guaiwu4	4431	2462
shouling4	4444	2872
guaiwu5	4808	3701
guaiwu5	5653	3681
guaiwu5	5078	3703
guaiwu5	5358	3685
guaiwu5	4945	4476
guaiwu5	4804	3874
guaiwu5	4895	4262
guaiwu5	4856	4091
guaiwu5	5635	4506
guaiwu5	5351	4526
guaiwu5	5692	4196
guaiwu5	5690	3969
shouling5	5108	4458
