ClassName	X	Y
xunlu-1	2587	4701
xunlu-2	2532	3820
xunlu-2	2848	3481
xunlu-3	3320	3032
xunlu-3	3396	2124
xunlu-4	4133	1917
xunlu-4	4364	2615
xunlu-5	4547	3051
xunlu-5	5332	4100
xunlu1-1	2596	4458
xunlu1-2	2675	3631
xunlu1-2	3013	3319
xunlu1-3	3490	2827
xunlu1-3	3511	1983
xunlu1-4	4191	2114
xunlu1-4	4408	2770
xunlu1-5	4643	3150
xunlu1-5	5385	4236
xunlu1-6	5838	4527
xunlu2-1	2446	4530
xunlu2-2	2525	3598
xunlu2-2	2867	3304
xunlu2-3	3297	2825
xunlu2-3	3374	1966
xunlu2-4	4309	2023
xunlu2-4	4491	2695
xunlu2-5	4515	3146
xunlu2-5	5270	4209
xunlu3-1	2765	4519
xunlu3-2	2705	3776
xunlu3-2	3040	3454
xunlu3-3	3504	2944
xunlu3-3	3577	2069
xunlu3-4	4033	2098
xunlu3-4	4307	2750
xunlu3-5	4673	3028
xunlu3-5	5453	4142
xunlu4-1	2438	4828
xunlu4-2	2348	3818
xunlu4-2	2683	3478
xunlu4-3	3099	3086
xunlu4-3	3462	2249
xunlu4-4	4226	1773
xunlu4-4	4425	2501
xunlu4-5	4553	2892
xunlu4-5	5343	3992
xunlu5-1	2769	4835
xunlu5-2	2573	3955
xunlu5-2	2880	3646
xunlu5-3	3299	3243
xunlu5-3	3254	2160
xunlu5-4	3964	1900
xunlu5-4	4236	2575
xunlu5-5	4422	2971
xunlu5-5	5198	4082
