野怪1	13048	12922
野怪1	6791	13361
野怪1	7165	13292
野怪1	6944	12768
野怪1	7158	12932
野怪1	7308	12496
野怪1	7401	12789
野怪1	6465	13268
野怪1	6286	12947
野怪1	7387	13104
野怪1	8794	11394
野怪1	7019	12467
野怪1	6619	13030
野怪1	6670	12734
野怪1	6633	12474
野怪1	9367	13575
野怪1	9490	13994
野怪1	9216	13904
野怪1	9386	14287
野怪1	9733	14191
野怪1	8981	13871
野怪1	9024	13551
野怪1	9690	13306
野怪1	9157	13301
野怪1	9408	13807
野怪1	9616	13749
野怪1	9786	13615
野怪1	9824	13946
野怪1	11548	13574
野怪1	11102	13962
野怪1	11096	13638
野怪1	11338	13544
野怪1	11524	14182
野怪1	10970	13336
野怪1	11228	13226
野怪1	10931	14171
野怪1	11458	13319
野怪1	11607	13874
野怪1	10816	13879
野怪1	10810	13588
野怪1	11189	14275
野怪1	11382	13995
野怪1	11261	13797
野怪1	13621	13224
野怪1	13428	12628
野怪1	12880	12591
野怪1	12705	12941
野怪1	12699	13338
野怪1	13277	12838
野怪1	13157	12585
野怪1	13585	12863
野怪1	13511	13453
野怪1	13194	13107
野怪1	13313	13351
野怪1	13001	13300
野怪1	13239	13606
野怪1	12905	13566
野怪1	11501	11377
野怪1	11915	10825
野怪1	11349	9788
野怪1	11725	9771
野怪1	12042	9087
野怪1	11777	9018
野怪1	11478	9036
野怪1	10973	9461
野怪1	11282	9218
野怪1	11316	9541
野怪1	11875	9550
野怪1	11771	9283
野怪1	11076	9735
野怪1	11001	9202
野怪1	12043	9723
野怪1	11552	9487
野怪1	12110	9423
野怪1	14034	10404
野怪1	13918	10115
野怪1	13809	9916
野怪1	14444	9624
野怪1	14226	9399
野怪1	13939	9330
野怪1	13496	9686
野怪1	14213	10066
野怪1	13964	9642
野怪1	14101	9867
野怪1	13508	10060
野怪1	13689	10335
野怪1	14344	10266
野怪1	14444	9967
野怪1	13669	9454
野怪1	9132	14188
野怪1	9403	13237
野怪1	10675	6722
野怪1	10686	7123
野怪1	11590	6673
野怪1	11053	6645
野怪1	11251	6947
野怪1	11408	6331
野怪1	11344	6656
野怪1	11559	7081
野怪1	11047	7110
野怪1	11053	6360
野怪1	10745	6424
野怪1	10844	6877
野怪1	11170	7385
野怪1	10846	7354
野怪1	11432	7335
野怪1	12928	7630
野怪1	12711	7363
野怪1	12677	7025
野怪1	12717	6732
野怪1	12964	6980
野怪1	12993	7318
野怪1	13252	7228
野怪1	13173	6947
野怪1	13015	6654
野怪1	13376	6586
野怪1	13354	6833
野怪1	13422	7434
野怪1	13516	7071
野怪1	13593	6730
野怪1	13186	7583
野怪1	9613	11166
野怪1	9553	11587
野怪1	9386	11293
野怪1	9179	11674
野怪1	8851	11694
野怪1	8497	11620
野怪1	8370	11273
野怪1	8437	10905
野怪1	8724	10811
野怪1	9513	10818
野怪1	9132	10725
野怪1	9226	10985
野怪1	8778	11085
野怪1	9085	11386
野怪1	11673	11657
野怪1	11996	11697
野怪1	12379	11196
野怪1	12148	11170
野怪1	12300	10932
野怪1	11897	11433
野怪1	11891	11150
野怪1	11654	11104
野怪1	11634	10787
野怪1	11278	10893
野怪1	11172	11196
野怪1	11284	11572
野怪1	12306	11565
野怪2	3685	9433
野怪2	4036	9009
野怪2	3305	8907
野怪2	3648	9221
野怪2	3378	9397
野怪2	3909	9230
野怪2	3557	8990
野怪2	3288	8634
野怪2	3446	8377
野怪2	3716	8424
野怪2	4037	8780
野怪2	3789	8956
野怪2	3138	8454
野怪2	3009	8733
野怪2	3026	9028
野怪2	3403	9140
野怪2	3159	9260
野怪2	3903	8540
野怪2	3773	8674
野怪2	3563	8741
野怪2	5959	7484
野怪2	5702	7640
野怪2	5446	7587
野怪2	6193	7255
野怪2	5525	7318
野怪2	5439	7987
野怪2	6285	8027
野怪2	6285	7678
野怪2	5810	7238
野怪2	6113	7838
野怪2	5768	8024
野怪2	5877	7825
野怪2	6137	8237
野怪2	5512	8213
野怪2	5830	8327
