Index	NpcName	TitleID	NpcTemplateId	HideTaskId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme
task_yangyingfeng	杨影枫		1050	96	95	100	99	8150	9350	47	-1	0	0		0	0	0	0	0	0	0	0
task_jiangguo	浆果		2733		95	100	99	14400	5800	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4374	13801	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4435	13581	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4711	13622	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4811	11393	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4857	11084	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4837	10857	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4514	11356	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4402	11184	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4591	11034	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4179	11034	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4176	11362	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4550	10806	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4200	10816	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4603	11577	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4324	11567	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4001	11459	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3957	11156	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3994	10880	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	6307	10300	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	7157	10582	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	6937	10675	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	6609	10683	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	7087	10872	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	6415	10883	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	6319	10621	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	6711	10000	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	6777	10963	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	6342	10065	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	7065	10010	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	7149	10229	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3933	8991	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3576	9584	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3601	9300	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3374	9074	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3669	9013	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3949	9223	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3835	9471	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3710	9807	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4083	9774	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4350	9305	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4115	9487	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4224	9065	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3312	9388	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	3422	9712	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	4346	9660	0	-1	0	0		0	0	0	0	0	0	0	0
yewai_60_5	蒙面刺客		1038		50		70	6587	10290	0	-1	0	0		0	0	0	0	0	0	0	0
