ClassName	X	Y
men1	3359	2492
men2	6073	3634
men3	5055	5565
men4	3667	5455
men4	3665	5726
guaiwu1	2158	2401
guaiwu1	2531	2386
guaiwu1	2198	2724
guaiwu1	2527	2712
guaiwu2	1974	2776
guaiwu2	1979	2321
guaiwu2	2733	2754
guaiwu2	2721	2326
guaiwu3	5695	2932
guaiwu3	5879	2731
guaiwu3	5956	2547
guaiwu3	5930	2317
guaiwu3	5730	2156
guaiwu3	5568	2039
guaiwu4	5294	2689
guaiwu4	5306	2328
guaiwu5	5869	5403
guaiwu5	6289	5394
guaiwu5	5895	5754
guaiwu5	6277	5745
guaiwu6	5681	5646
guaiwu6	5763	5356
guaiwu6	6503	5714
guaiwu6	6406	5354
boss	2342	5571
liuzhongyuan	1455	5588
dugujian	3300	5778
zhanglinxin	3300	5299
path1	2540	5808
path2	2541	5328
path3	1788	5814
path4	1780	5396
