ClassName	X	Y
men1	4222	1873
men2	2906	1842
men3	1566	3470
guaiwu1	3251	1953
guaiwu1	3248	1749
guaiwu1	3980	1960
guaiwu1	3988	1736
guaiwu1	3069	1989
guaiwu1	3068	1876
guaiwu1	3069	1770
guaiwu2	3064	1669
guaiwu3	2061	2194
guaiwu3	2282	2360
guaiwu3	1880	2337
guaiwu3	2230	2556
guaiwu3	1717	2362
guaiwu3	1865	2449
guaiwu4	2031	2536
guaiwu4	2223	2664
guaiwu5	1655	5338
guaiwu5	1877	5215
guaiwu5	2149	5180
guaiwu5	2368	5251
guaiwu5	1719	5553
guaiwu5	1875	5497
guaiwu6	2094	5437
guaiwu6	2328	5476
qinggong	2880	5287
yangyingfeng	5053	5346
mengzhiqiu	6626	6713
mengzhiqiu1	5268	5519
