Index	NpcName	TitleID	NpcTemplateId	WalkNearLength	CanAutoPath	NpcLevel	XPos	YPos	StandDir	Quantity	NpcType	NpcCamp	NpcDroprate	NpcSeriesAuto	NpcSeriesMetal	NpcSeriesWood	NpcSeriesWater	NpcSeriesFire	NpcSeriesEarth	Removewhendeath	ChangeColorScheme	HideTaskId
yewai_130_pk_1	荒漠饿狼		2904	50		140	13518	9735	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13279	9551	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13663	9396	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	12979	9357	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	12702	9096	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	12657	8757	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	12941	9029	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13329	9168	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13718	9051	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	14007	8863	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13818	8641	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13463	8868	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13057	8763	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	12957	8441	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	12957	8124	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13279	8591	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13635	8674	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
yewai_130_pk_1	荒漠饿狼		2904	50		140	13252	8130	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0
